price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,month
435000,4,2.25,1990,8548,2,0,3,8,1990,0,1973,0,98033,2320,8926,12
242000,3,2.0,1260,8092,1,0,3,7,1260,0,1986,0,98038,1950,8092,6
487000,6,3.25,4750,248600,2,0,4,8,4750,0,1947,0,98022,2230,311610,10
810000,4,2.75,3010,10450,2,0,3,9,3010,0,1996,0,98052,3010,10530,8
625000,3,2.5,2410,64073,1,0,4,8,1820,590,1976,0,98072,2980,48760,6
165000,3,1.5,1280,7742,1,0,3,7,1280,0,1973,0,98001,1566,7696,10
335000,3,1.0,2320,6750,1,0,3,7,1160,1160,1960,0,98118,1230,6075,4
286700,3,1.0,1220,6600,1,0,3,6,1220,0,1958,0,98065,1100,6600,7
280000,3,1.75,1590,7280,1,0,3,7,1140,450,1974,0,98058,1590,9634,3
580000,4,2.5,2220,7064,2,0,3,8,2220,0,1988,0,98029,2220,7451,6
754800,2,2.5,2770,7781,2,0,3,8,2770,0,2006,0,98053,1870,5984,6
525000,4,2.5,2303,16801,2,0,3,8,2303,0,1995,0,98019,2080,14013,2
562000,3,1.75,1600,10530,1,2,3,8,1600,0,1962,0,98155,2590,8274,2
575000,4,1.75,1280,6060,1,0,3,7,860,420,1926,0,98117,1490,4680,5
808900,5,2.5,2900,5901,2,0,3,9,2900,0,2006,0,98027,3200,5775,7
992000,3,2.25,2950,15207,1,0,4,10,2070,880,1966,0,98040,2950,22000,3
335000,3,2.5,1700,6698,2,0,3,7,1700,0,1997,0,98038,2190,7346,9
473000,3,2.75,1050,7200,1,0,3,7,1050,0,1985,0,98125,1860,9000,12
350000,4,2.75,2990,11210,1,1,4,8,1880,1110,1977,0,98023,2790,9858,3
1600000,5,2.5,3100,5374,2,0,4,9,3100,0,1906,0,98122,2180,5800,4
305500,3,1.0,1240,6090,1,0,4,7,1240,0,1950,0,98155,1550,9096,12
306000,2,1.0,780,13500,1,0,4,7,780,0,1946,1989,98077,2200,67518,5
233000,2,2.25,850,1656,2,0,3,8,850,0,2001,0,98133,850,1312,12
490000,3,1.75,1540,9000,1,0,3,8,1540,0,1971,0,98125,1710,7488,3
445000,4,2.5,2280,42077,2,0,3,8,2280,0,1994,0,98042,2280,36236,7
355000,3,2.25,2550,9674,1,0,3,7,1850,700,1959,0,98178,2240,9674,11
360000,2,2.0,1770,7607,1,0,4,8,1770,0,1987,0,98058,2090,7109,4
737500,3,1.75,2320,10900,2,0,3,7,2320,0,1935,1974,98115,1610,5800,7
985000,3,3.5,2600,11920,2,0,5,8,2600,0,1969,0,98004,2430,10050,12
349950,2,3.25,1570,2031,2,0,3,8,1310,260,2006,0,98126,1570,2039,8
520000,4,2.5,3060,7161,2,0,3,8,2860,200,2005,0,98065,2950,6822,2
355950,4,2.5,1960,8540,1,0,3,7,1220,740,1955,0,98177,1910,9120,12
485000,5,2.5,3270,6129,2,0,3,9,3270,0,2004,0,98055,2980,5928,12
143000,3,1.0,1090,3315,1,0,4,6,1090,0,1969,0,98092,960,3120,12
3280000,2,1.75,6840,10000,2,4,3,11,4350,2490,2001,0,98008,3120,12300,12
355000,3,1.0,940,8512,1,0,4,7,940,0,1967,0,98033,1060,8512,7
1130000,5,3.5,3880,13885,2,3,4,9,2540,1340,1979,0,98006,3690,13885,6
200000,5,1.75,1770,15525,1,0,4,7,1770,0,1959,0,98059,1370,10395,8
913000,4,2.5,3640,10576,2,0,3,11,3640,0,1999,0,98075,3370,10351,6
1600000,3,2.5,3160,12824,1,2,4,9,1820,1340,1966,0,98004,3390,11985,5
409900,2,2.5,1590,1845,2,0,3,9,1590,0,1997,0,98033,2320,3174,6
265000,4,1.0,1290,6034,1,0,3,6,1050,240,1950,0,98118,1060,6034,5
740000,5,3.0,3655,51836,1,0,5,8,2174,1481,1955,0,98008,2530,8606,4
306000,4,2.5,2490,8124,2,0,3,7,2490,0,2001,0,98092,2760,6300,6
381000,3,2.5,1470,3999,2,0,3,7,1470,0,2003,0,98065,1960,4444,10
1220000,3,3.25,3960,6132,2,3,3,10,2600,1360,1933,0,98199,2730,5221,5
1050000,3,3.5,3190,29982,1,3,4,8,2630,560,1941,0,98166,2600,19878,3
408000,2,1.0,810,7440,1,0,5,6,810,0,1948,0,98133,830,7500,9
739900,5,2.5,2980,5377,2,0,3,9,2980,0,2006,0,98052,3150,6593,6
674250,4,2.5,2780,35000,1,0,4,9,2780,0,1985,0,98072,2740,35072,11
438400,2,1.0,1340,8100,1,0,4,7,1340,0,1953,0,98177,1700,8100,9
1700000,5,5.0,4930,14649,2,3,3,11,4160,770,2000,0,98040,3030,8479,12
703000,3,2.0,1360,5980,1,0,3,8,1360,0,1945,2008,98116,1520,4440,6
262000,3,1.75,1320,6530,1,0,4,7,1320,0,1989,0,98023,1620,6817,12
353000,3,2.0,1210,14499,1,0,3,7,1210,0,1984,0,98045,1570,15360,4
500000,4,2.5,1940,7607,2,0,3,8,1940,0,1995,0,98052,2250,7600,1
1280000,4,2.5,3160,4620,1,4,3,9,2020,1140,1917,0,98116,2790,5308,7
332000,4,2.5,1980,6566,2,0,3,8,1980,0,2004,0,98042,2590,6999,4
824000,4,2.5,2320,14240,1,0,4,9,1620,700,1974,0,98008,2810,13200,8
290000,4,2.0,1660,4788,1,0,3,7,1660,0,1968,0,98144,1150,5000,2
700000,3,2.5,1660,1545,2,2,3,9,1400,260,2002,0,98109,1820,2570,6
550000,2,1.0,1080,3420,1,0,4,7,780,300,1922,0,98107,1380,3656,10
549000,2,1.0,1510,11165,1,0,4,7,1510,0,1921,0,98133,2210,8851,9
1870000,4,2.5,2950,43560,1,2,4,9,2550,400,1951,0,98004,3260,41016,3
858000,4,2.25,3070,13720,2,0,3,9,3070,0,1978,0,98007,3010,9657,3
345000,2,1.0,970,10423,1,0,3,7,970,0,1947,0,98133,1200,7857,10
1220000,4,2.25,2570,9600,2,0,4,9,2570,0,1962,0,98040,2570,13200,4
275000,3,2.25,1260,1488,3,0,3,7,1260,0,2009,0,98133,1190,1095,12
405000,3,1.0,1220,7771,1,0,3,7,1220,0,1963,0,98008,1420,7674,8
432500,3,2.0,1720,8145,2,0,5,7,1720,0,1949,0,98155,1400,8138,1
236500,4,1.0,2140,4217,1,0,3,6,1320,820,1925,0,98118,1720,5413,1
679000,4,1.5,1420,4923,1,0,4,8,1420,0,1928,0,98103,1470,4923,7
543000,4,2.5,2060,8451,2,0,3,8,2060,0,1995,0,98133,2060,9460,10
294000,3,1.0,1320,9520,1,0,3,7,990,330,1953,0,98178,1460,10610,9
340500,3,1.75,1810,10463,1,0,4,7,1810,0,1969,0,98058,1620,8551,4
1010000,4,2.5,2980,16263,2,0,3,9,2980,0,1989,0,98006,2730,10018,7
335000,2,2.0,1350,2560,1,0,3,8,1350,0,1976,0,98052,1790,2560,5
425000,3,2.0,1540,8011,1,0,3,7,1540,0,1988,0,98011,1630,7141,7
353000,3,2.5,2510,9240,2,0,4,8,2510,0,2001,0,98022,2690,9240,2
540000,3,2.5,1670,5146,2,0,3,8,1670,0,1991,0,98029,1940,5146,5
640000,5,3.5,3690,11928,2,0,3,9,2540,1150,2006,0,98074,2640,11928,6
339950,3,1.0,1320,11457,1,0,3,8,1320,0,1959,0,98028,1900,9800,7
195000,3,1.75,1510,8400,1,0,2,7,980,530,1979,0,98045,1500,10125,11
322000,3,1.75,1510,8400,1,0,2,7,980,530,1979,0,98045,1500,10125,2
660000,4,1.75,1870,10450,1,0,3,8,1620,250,1978,0,98005,2060,10450,4
280000,6,3.0,2400,9373,2,0,3,7,2400,0,1991,0,98002,2060,7316,9
300000,6,3.0,2400,9373,2,0,3,7,2400,0,1991,0,98002,2060,7316,4
207500,3,1.0,1170,8816,1,0,4,6,1170,0,1966,0,98023,1200,9108,8
195000,3,1.5,1190,8726,1,0,3,7,1190,0,1956,0,98146,1390,8741,8
700000,3,2.0,2080,3880,1,0,5,7,1160,920,1954,0,98117,1330,3880,6
560000,4,1.75,2150,8555,1,2,4,7,1460,690,1982,0,98106,1480,7405,4
260000,3,1.75,1580,7344,1,0,5,7,1580,0,1911,0,98126,1580,6207,8
575000,3,1.75,1580,7344,1,0,5,7,1580,0,1911,0,98126,1580,6207,2
475000,3,2.5,2370,3239,2,0,3,8,1950,420,2006,0,98072,2520,3431,4
285000,3,1.75,1840,8601,1,0,3,7,920,920,1905,2014,98118,1390,7452,6
753888,4,2.5,2660,5500,2,2,3,9,2660,0,2003,0,98029,3620,5500,5
650000,3,2.5,2190,3600,2,0,3,9,2190,0,2003,0,98029,2300,3600,4
620000,3,2.25,1660,3478,1,0,4,7,1100,560,1929,0,98117,1610,3478,8
526000,3,1.75,1780,37801,1,0,3,7,1300,480,1977,0,98075,2380,47480,3
155000,2,1.0,700,5200,1,0,5,6,700,0,1952,0,98056,1030,5200,5
342000,4,2.0,1570,11200,1,0,3,7,1120,450,1959,0,98011,1570,11200,8
390000,3,1.75,1220,216332,1,0,3,7,1220,0,1981,0,98019,1540,61419,4
685000,3,2.75,3150,219978,2,0,4,9,3000,150,1990,0,98024,3180,218235,6
608000,4,2.5,2690,4736,2,0,3,7,2690,0,2001,0,98053,2690,4791,6
179900,2,1.0,680,6400,1,0,3,6,680,0,1943,0,98168,1240,7800,9
1250000,6,3.25,3750,14150,2,2,5,9,2750,1000,1936,1968,98117,2140,7968,9
166000,3,1.0,1010,11675,1,0,3,7,1010,0,1957,0,98168,1370,10042,4
462000,3,1.5,1710,4500,1,0,3,8,1410,300,1928,0,98118,1860,6000,5
545000,4,2.5,2090,6023,2,0,3,8,2090,0,1990,0,98029,2090,6023,6
415000,3,1.0,1560,4500,1,0,3,7,1560,0,1903,0,98122,1660,4500,1
269000,3,2.5,1560,4200,2,0,3,7,1560,0,2003,0,98038,1560,4200,6
356500,4,2.5,2570,11473,2,0,3,8,2570,0,2008,0,98003,2430,5997,12
225000,3,1.0,1010,7633,1,0,4,6,1010,0,1961,0,98198,1190,8386,12
175000,2,1.0,1020,5130,1,0,4,6,1020,0,1948,0,98002,1200,6497,6
549000,5,2.5,1710,9720,2,0,4,8,1710,0,1974,0,98005,2270,9672,8
535000,3,2.75,2300,12197,2,0,3,8,2300,0,1989,0,98166,1710,11220,4
565000,3,2.0,2730,15677,2,3,3,9,2730,0,1976,0,98166,2040,12209,8
392450,4,2.0,2195,2681,1,0,3,7,1060,1135,1912,0,98103,1710,1280,11
509000,2,2.0,1560,4675,1,0,3,8,1560,0,2006,0,98053,1870,6361,9
340000,3,2.5,1400,4800,1,0,3,7,1200,200,1921,0,98117,1440,3840,9
537000,3,2.5,1400,4800,1,0,3,7,1200,200,1921,0,98117,1440,3840,3
865000,4,3.0,3690,9892,2,0,3,10,3690,0,1998,0,98075,3430,11294,5
358000,2,1.0,1140,8340,1,0,3,7,1140,0,1948,0,98155,1030,8149,12
595000,4,2.25,1920,3225,1,0,5,7,1300,620,1923,0,98116,1960,3750,9
661000,4,2.5,2496,8058,2,0,3,9,2496,0,1998,0,98052,2496,7757,6
419950,3,2.25,2280,8500,1,0,4,7,1680,600,1977,0,98034,1890,7700,9
490000,4,3.5,3200,6420,2,0,3,9,3200,0,2006,0,98038,3200,6291,4
525000,2,1.0,880,4000,1,0,3,7,880,0,1940,0,98117,1310,4000,9
350000,3,2.0,1320,1298,3,0,3,7,1320,0,1995,0,98117,1380,1503,8
552500,3,2.5,2450,3582,2,0,3,9,2450,0,2008,0,98072,2490,5449,5
210000,3,1.0,1040,8970,1,0,4,6,1040,0,1961,0,98023,1040,8450,3
390000,3,2.5,2480,53250,2,0,3,9,2480,0,1990,0,98042,2510,36549,3
336800,5,1.75,1830,16650,1,0,3,7,1610,220,1958,0,98155,1790,12743,1
465000,3,2.5,1440,4473,2,0,3,7,1440,0,2003,0,98053,1650,3322,3
299900,4,2.5,1580,3632,2,0,3,7,1580,0,2011,0,98038,1950,3800,12
715000,3,3.25,3230,5000,2,0,3,9,3230,0,2006,0,98029,2670,3977,7
235000,4,2.5,1810,39639,1,0,3,7,1230,580,1970,0,98042,1810,44866,5
276000,3,2.5,2495,4400,2,0,3,8,2495,0,2007,0,98001,2434,4400,12
265000,4,1.5,1740,12728,1,0,4,7,1180,560,1964,0,98003,1830,11125,1
425000,3,1.75,1680,3000,1,2,4,6,840,840,1900,0,98103,1540,3700,5
313000,4,2.5,2460,10320,2,0,3,8,2460,0,1993,0,98092,2210,9024,1
715000,3,2.5,3050,6000,1,3,3,8,1720,1330,1984,0,98177,2340,7200,4
265000,3,2.25,1630,10969,2,0,3,7,1630,0,1991,0,98001,1410,7920,12
646000,3,2.75,2460,6413,2,0,3,9,2460,0,2004,0,98028,2440,6092,3
175000,3,1.0,1030,6600,1,0,3,7,1030,0,1954,0,98146,1220,9040,7
649000,3,2.5,3410,13809,1,3,4,10,2450,960,1973,0,98003,3410,14245,7
785000,3,2.75,2310,5200,1,0,4,7,1520,790,1940,0,98199,2310,5200,4
890000,4,2.75,2610,4400,1,0,5,8,1260,1350,1920,0,98122,1770,4400,9
612000,3,3.0,2330,10327,1,0,3,9,2330,0,1998,0,98034,2200,4629,11
330000,4,2.5,2980,5674,2,0,3,8,2980,0,2003,0,98023,2610,5495,12
493000,3,2.25,1790,11393,1,0,3,8,1790,0,1978,0,98052,2290,11894,11
1600000,4,2.25,2940,5735,1,0,3,9,1470,1470,1957,0,98112,2230,5659,4
1620000,4,3.0,3900,9750,1,4,5,10,2520,1380,1972,0,98006,3410,9450,6
1650000,4,3.0,3900,9750,1,4,5,10,2520,1380,1972,0,98006,3410,9450,2
499000,3,2.5,1750,2150,2,0,3,7,1230,520,1900,2014,98122,1410,3300,9
603500,6,2.75,2660,8400,1,0,5,8,1550,1110,1962,0,98006,2280,8400,6
530000,2,1.5,1580,3680,1,2,3,8,1280,300,1941,0,98126,1730,3680,6
895000,5,2.5,2350,14197,1,0,4,8,1220,1130,1962,0,98004,2470,11629,4
267345,4,2.25,2510,8165,1,0,4,7,1610,900,1972,0,98023,1940,8250,5
275000,3,2.5,1480,15639,2,0,3,8,1480,0,1987,0,98045,1480,16454,5
439950,3,1.75,1720,223377,1,0,3,7,1240,480,1950,0,98019,2530,221442,2
455000,3,2.25,1470,4653,2,0,4,7,1470,0,1985,0,98029,1560,4119,6
630000,3,1.75,1540,6930,1,0,3,7,1250,290,1944,0,98115,1760,6930,1
690000,3,2.5,2820,5001,2,0,3,9,2820,0,2004,0,98029,2660,5001,11
212000,4,1.75,1250,12705,1,0,4,7,1250,0,1971,0,98023,1390,8550,8
231500,4,2.25,2080,7526,1,0,4,7,1280,800,1985,0,98030,1200,7500,8
1240000,4,3.25,5180,49936,2,0,4,10,5180,0,1991,0,98053,4240,35363,4
378500,3,2.5,2860,43821,2,0,4,9,2860,0,1990,0,98092,2370,65340,7
482000,4,2.5,2710,35868,2,0,3,9,2710,0,1989,0,98038,2780,36224,5
695000,2,1.0,1140,3990,1,0,3,7,1140,0,1924,0,98103,1800,5700,5
965000,4,2.5,4070,57587,2,0,3,10,4070,0,1989,0,98052,3890,35960,12
675000,3,1.75,1710,5913,1,0,4,8,1120,590,1941,0,98199,2920,5922,2
387000,3,1.5,1340,6500,1,0,3,7,1340,0,1972,0,98034,1620,7107,10
347500,4,2.75,2290,7000,2,0,3,8,2290,0,1977,0,98058,2000,7200,3
265000,3,1.0,1080,4930,1,0,3,6,1080,0,1950,0,98126,1100,5950,12
406000,3,1.0,960,5264,1,0,3,7,960,0,1953,0,98115,1140,5150,4
134000,2,1.5,980,5000,2,0,3,7,980,0,1922,2003,98014,1040,5000,5
415000,3,1.0,1500,3399,2,0,5,7,1300,200,1926,0,98103,1360,3588,10
375000,3,1.75,1440,8775,1,0,3,7,1440,0,1973,0,98034,1790,7865,5
620000,4,2.5,2580,7465,2,0,3,8,2580,0,1993,0,98074,2350,7596,12
337500,5,2.5,2070,4698,2,0,3,7,2070,0,1999,0,98038,2010,4698,10
565000,3,2.5,1880,12368,1,0,4,7,1260,620,1967,0,98005,1950,11551,9
399500,3,1.75,2420,12676,2,0,3,7,2420,0,1911,1986,98045,1210,6769,5
1070000,2,1.75,1890,9466,2,0,3,8,1890,0,1987,0,98004,2180,12825,5
352500,3,2.0,1920,33630,1,0,3,8,1920,0,1992,0,98056,2080,7505,8
259000,3,2.0,1870,5909,1,0,3,7,1270,600,1986,0,98030,1870,7887,6
320000,2,1.0,900,7620,1,0,3,7,900,0,1971,0,98106,1520,7620,4
733000,3,2.5,2160,9888,2,0,4,9,2160,0,1989,0,98052,3060,7829,8
381500,2,1.0,900,2910,1,0,5,7,900,0,1924,0,98115,1320,2910,6
343000,2,1.0,1180,9261,1,0,4,7,940,240,1957,0,98118,1700,6325,12
205500,2,1.0,900,6400,1,0,5,6,900,0,1938,0,98022,1320,6400,8
525000,3,2.0,1600,16530,1,0,5,7,1600,0,1967,0,98075,1850,41006,9
300000,3,1.75,1500,8352,1,2,5,6,750,750,1943,0,98056,1500,8447,3
299000,2,1.0,1070,189486,1,0,3,6,1070,0,1942,0,98077,1970,60548,7
561000,4,2.5,2570,5250,2,0,3,8,2570,0,1990,0,98029,2260,5392,7
450000,3,1.0,1210,4000,1,0,3,7,1090,120,1928,0,98144,1210,4000,2
540000,4,2.5,1850,7850,2,0,3,8,1850,0,1985,0,98052,1830,8140,8
379000,3,2.5,1740,30886,2,0,3,8,1740,0,1992,0,98045,1740,39133,6
230000,3,1.0,1300,14000,1,0,4,7,1300,0,1958,0,98198,1390,8750,7
399950,3,2.5,2000,30605,2,0,4,8,2000,0,1989,0,98042,1930,35350,3
355000,5,2.5,3220,5806,2,0,3,8,3220,0,2002,0,98042,2760,5813,5
700000,3,2.0,2130,4299,1,0,4,7,1680,450,1922,0,98144,2040,4548,4
279900,3,1.75,1580,8151,1,1,4,7,1100,480,1962,0,98198,1650,8151,5
210000,3,1.0,1200,7500,1,0,3,6,1200,0,1905,1989,98178,1010,7000,11
1170000,3,3.0,3790,5001,2,0,3,10,2810,980,1989,0,98122,2500,6286,6
290300,2,1.0,860,3874,1,0,4,6,860,0,1931,0,98055,1400,5106,6
1600000,5,4.5,5130,43123,2,0,3,11,5130,0,1996,0,98006,4670,43560,10
490000,3,1.0,1600,6380,1,0,3,7,1400,200,1939,0,98125,1760,6380,4
606000,4,2.5,2110,13850,2,0,3,9,2110,0,1987,0,98027,2520,10194,5
359950,3,1.0,1400,4980,1,0,3,6,950,450,1943,0,98133,990,4980,7
677100,3,2.0,2110,9199,1,0,3,10,2110,0,1993,0,98074,3130,8841,2
465000,3,2.0,1430,7125,1,0,4,7,1430,0,1984,0,98074,1570,8075,2
4500000,5,5.5,6640,40014,2,4,3,12,6350,290,2004,0,98155,3030,23408,8
500000,3,2.0,3040,41072,1,0,4,8,1520,1520,1978,0,98038,2230,54014,5
455000,2,1.0,980,5000,1,0,4,7,980,0,1950,0,98155,1600,5965,5
705000,6,2.0,2570,4240,1,0,4,7,1970,600,1911,0,98115,2030,4240,8
420000,3,2.5,2060,7020,1,0,4,8,1460,600,1967,0,98177,2150,8400,8
169575,3,1.0,1300,8284,1,0,3,7,1300,0,1968,0,98003,1360,7848,10
250000,3,1.0,1300,8284,1,0,3,7,1300,0,1968,0,98003,1360,7848,2
530000,3,2.25,1680,7262,1,0,5,7,1180,500,1973,0,98034,1910,7405,3
590000,5,3.25,4020,40341,1,0,5,8,2170,1850,1970,0,98027,2650,53437,2
257500,3,1.75,1530,14087,1,0,3,7,1070,460,1979,0,98042,1770,13660,9
415000,3,1.0,1170,6700,1,0,3,8,1170,0,1957,0,98125,2410,7620,6
536000,3,1.75,1580,3764,1,0,3,7,1280,300,1945,0,98107,1560,3764,10
246500,3,1.5,1270,11600,1,0,4,7,1270,0,1964,0,98031,1380,9945,5
395000,3,1.75,1480,7700,1,0,3,8,1480,0,1975,0,98034,1930,8560,7
739000,3,2.25,2220,10530,1,0,4,8,1700,520,1974,0,98052,2500,10014,5
1270000,4,2.75,3200,13729,2,0,3,11,3200,0,1984,0,98005,4050,16921,9
190000,3,1.0,910,10575,1,0,4,7,910,0,1968,0,98003,1470,10425,7
305000,3,1.5,1480,9086,1,0,3,7,1480,0,1962,0,98168,1540,9750,4
925000,4,4.25,3770,13058,2,0,4,8,3770,0,1983,0,98028,2200,12255,4
895000,4,3.0,3500,13444,2,0,3,10,2360,1140,1977,0,98040,3140,12935,8
656000,3,1.75,1480,7475,1,0,3,8,1480,0,1943,0,98115,2120,7216,7
560000,4,1.0,1660,4690,1,0,3,7,1260,400,1945,0,98117,1400,3876,5
610000,5,2.25,2520,11700,2,0,3,9,2520,0,1977,0,98074,2530,12000,10
645000,4,2.5,2850,37522,2,0,3,9,2850,0,1987,0,98075,2980,35280,7
259000,3,2.5,2153,4400,2,0,3,8,2153,0,2007,0,98001,2434,4400,4
980000,4,2.5,3780,10962,2,0,3,10,3780,0,1990,0,98033,3310,11651,8
872000,4,4.0,3770,9750,1,0,4,9,1940,1830,1967,0,98177,2260,9878,7
1000000,6,2.75,3600,9675,1,2,4,9,1940,1660,1977,0,98040,2990,9675,8
900000,3,2.75,2980,12600,1,0,3,8,1590,1390,1941,2012,98033,1520,9660,9
475000,4,1.5,2320,5534,1,0,4,7,1540,780,1915,0,98103,1670,5913,4
350000,5,2.75,2980,13482,1,0,4,8,1730,1250,1975,0,98042,2900,14800,1
840000,4,1.75,2930,11562,1,3,3,9,1670,1260,1947,0,98117,2530,6517,5
500000,4,2.5,2040,8400,1,0,3,8,1420,620,1963,0,98006,2540,8925,6
202500,3,1.5,1510,9898,1,0,3,7,1110,400,1954,0,98148,1420,9250,4
225000,3,2.5,1740,10050,2,0,3,7,1740,0,1989,0,98001,1300,10125,12
418200,3,2.25,2240,9542,1,1,3,7,1190,1050,1980,0,98198,2080,9542,3
356500,4,1.75,1570,9670,1,0,3,7,1170,400,1959,0,98028,2080,9100,12
456150,3,2.25,1750,12408,1,0,5,7,1150,600,1962,0,98155,1820,12977,12
471000,4,2.5,3030,9687,2,0,3,8,2020,1010,1998,0,98045,2050,10193,6
558000,3,2.5,1680,934,3,0,3,8,1680,0,2008,0,98116,1740,1280,4
1380000,6,4.5,5740,10312,2,2,3,11,3610,2130,2000,0,98006,4350,11917,3
161500,3,1.0,1220,6000,1,0,5,7,1220,0,1961,0,98002,1420,13137,12
311000,3,1.0,1310,8370,1,0,3,7,1310,0,1962,0,98034,1310,8370,10
470000,6,1.75,2490,8732,1,0,4,8,2490,0,1966,0,98034,1840,8024,2
569000,3,3.25,2220,8227,1,0,5,8,1770,450,1929,0,98108,1750,4800,7
689000,4,2.5,2240,7350,2,0,3,9,2240,0,1989,0,98029,2200,8017,3
271900,3,1.75,1890,11875,1,0,3,7,1230,660,1979,0,98045,1580,10920,7
278000,4,2.5,1850,6037,2,0,3,7,1850,0,1991,0,98030,1860,6037,12
820000,2,2.5,2210,4440,2,0,4,8,1440,770,1931,0,98112,1560,4920,7
399500,3,1.75,1410,7700,1,0,4,7,1410,0,1967,0,98056,1560,7700,2
462000,3,2.75,1890,2614,2,0,4,9,1890,0,1979,0,98008,1800,2769,11
347500,3,1.0,1830,12036,1,0,3,7,1550,280,1977,0,98042,1810,12036,4
562100,2,0.75,1440,3700,1,0,3,7,1200,240,1914,0,98107,1440,4300,6
230000,2,1.0,950,7560,1,0,3,6,950,0,1958,0,98058,1160,7560,5
687000,4,2.5,2370,10083,2,0,5,8,2370,0,1966,0,98033,2370,10133,6
725786,4,2.5,3070,5762,2,0,3,10,3070,0,2000,0,98075,3630,6500,12
315500,3,1.0,1300,12600,1,0,4,7,1300,0,1969,0,98072,1480,13530,1
312000,4,2.0,1300,7054,1,0,3,7,1300,0,1950,2013,98146,1560,7100,5
343000,3,3.25,1210,1173,2,0,3,8,1000,210,2002,0,98133,1650,1493,11
385195,1,1.0,710,6000,1,0,3,6,710,0,2015,0,98144,1440,4800,10
415000,4,2.25,2240,12650,1,0,4,8,1730,510,1981,0,98059,2150,12650,8
461000,3,1.75,3600,8666,2,0,4,6,2400,1200,1948,0,98033,2290,8200,6
369990,4,2.5,1960,7133,2,0,3,7,1960,0,2002,0,98056,1960,6705,6
349950,4,2.5,1820,3134,2,0,3,7,1820,0,1999,0,98019,1820,3751,9
285750,3,2.25,1960,17126,1,0,3,8,1400,560,1966,0,98055,2060,11466,4
542500,4,2.25,1750,10160,1,0,3,8,1320,430,1972,0,98005,2170,11165,4
830000,5,3.5,3700,5400,2,0,3,9,2890,810,2011,0,98053,3620,5460,11
705000,4,2.5,2910,20946,2,0,4,8,2350,560,1976,0,98034,2020,11342,12
615000,2,1.0,1270,5000,1,0,3,8,1090,180,1949,0,98117,1640,5000,6
184500,2,1.0,720,5880,1,0,3,6,720,0,1940,0,98178,1440,7200,1
412000,2,1.0,1040,5120,1,0,3,7,1040,0,1901,0,98122,1250,4000,10
250000,3,1.5,2210,11111,1,0,3,7,2210,0,1934,0,98168,1250,8422,12
580000,5,2.0,2060,6000,2,0,3,7,2060,0,1903,0,98105,1770,5000,6
220000,2,1.0,780,6000,1,0,5,6,780,0,1923,0,98055,1080,6000,3
675000,4,2.75,2240,8937,1,0,4,8,1460,780,1976,0,98033,2360,9038,9
373500,2,1.0,800,3330,1,0,3,7,800,0,1918,0,98107,1300,4320,5
662700,2,1.5,2440,6900,2,0,3,7,1590,850,1910,0,98118,1770,6900,4
239950,5,1.0,1460,6032,2,0,4,6,1460,0,1941,0,98168,1060,10300,5
383000,3,1.0,1150,10196,1,0,4,7,1150,0,1957,0,98052,1410,8925,9
485000,3,2.75,2650,12350,1,0,4,7,1470,1180,1975,0,98028,1950,14075,1
610000,4,2.75,2600,36583,1,0,5,8,1580,1020,1976,0,98075,2300,27820,7
545000,6,1.75,1820,6250,1,0,3,7,1130,690,1954,0,98116,1820,5750,8
780000,2,2.5,2560,2500,2,0,5,8,1690,870,1901,0,98112,1890,5000,7
305000,3,2.5,1714,3240,2,0,3,8,1714,0,2005,0,98055,1714,3240,4
405000,3,1.0,1330,15678,1,0,3,7,900,430,1984,0,98074,1330,12696,6
1110000,5,3.5,7350,12231,2,4,3,11,4750,2600,2001,0,98065,5380,12587,7
273000,3,1.75,2050,9045,2,0,4,6,2050,0,1959,0,98058,1200,9045,4
326500,3,1.0,1810,12375,2,0,3,7,1810,0,1970,0,98072,1420,9357,5
365000,3,1.75,1380,9134,1,0,5,7,880,500,1981,0,98056,1400,8190,4
1000000,3,2.75,3070,10739,2,0,3,10,2440,630,1987,0,98004,3490,11913,4
422500,2,1.0,800,4046,1,0,3,7,800,0,1940,0,98117,1400,4046,3
354450,4,2.75,2140,9920,2,0,3,8,2140,0,1993,0,98001,2130,9920,3
320000,3,1.0,1330,9540,1,0,4,7,1330,0,1971,0,98077,1250,10350,12
223000,3,1.0,1030,9120,1,0,3,7,1030,0,1961,0,98032,1470,10220,6
410000,3,2.5,1740,4948,2,0,3,7,1740,0,2008,0,98053,1290,3383,7
438000,3,1.0,1200,4000,1,0,4,6,1200,0,1923,0,98144,1390,4000,8
390000,3,3.0,1490,2944,2,0,3,7,960,530,1993,0,98199,1590,1600,11
298500,4,2.5,1890,5954,2,0,3,7,1890,0,2004,0,98092,2030,5880,2
749999,5,2.25,3060,13630,2,0,3,10,3060,0,1989,0,98006,3430,10700,9
779000,6,2.5,3250,12000,1,1,3,8,1800,1450,1966,0,98115,3490,10320,8
570000,3,2.75,2730,11936,2,2,3,8,1530,1200,1978,0,98034,2810,12333,1
385000,3,1.0,810,4600,1,0,3,6,810,0,1918,0,98144,1520,4800,5
649000,4,2.0,2240,11040,1,0,5,8,1120,1120,1961,0,98033,1790,11040,8
283000,3,1.0,1740,5247,1,0,3,7,1270,470,1947,0,98168,1070,5636,10
